station,valid,tmpf,dwpf,relh,feel
DFW,2020-02-21 16:25,,,,
DFW,2020-02-21 16:30,,,,
DFW,2020-02-21 16:35,,,,
DFW,2020-02-21 16:40,,,,
DFW,2020-02-21 16:45,,,,
DFW,2020-02-21 16:50,,,,
DFW,2020-02-21 16:53,39.90,19.90,44.29,35.04
DFW,2020-02-21 16:55,,,,
DFW,2020-02-21 17:00,,,,
DFW,2020-02-21 17:05,,,,
DFW,2020-02-21 17:10,,,,
DFW,2020-02-21 17:15,,,,
DFW,2020-02-21 17:20,,,,
DFW,2020-02-21 17:25,,,,
DFW,2020-02-21 17:30,,,,
DFW,2020-02-21 17:35,,,,
DFW,2020-02-21 17:40,,,,
DFW,2020-02-21 17:45,,,,
DFW,2020-02-21 17:50,,,,
DFW,2020-02-21 17:53,41.00,18.00,39.12,38.98
DFW,2020-02-21 17:55,,,,
DFW,2020-02-21 18:00,,,,
DFW,2020-02-21 18:05,,,,
DFW,2020-02-21 18:10,,,,
DFW,2020-02-21 18:15,,,,
DFW,2020-02-21 18:20,,,,
DFW,2020-02-21 18:25,,,,
DFW,2020-02-21 18:30,,,,
DFW,2020-02-21 18:35,,,,
DFW,2020-02-21 18:40,,,,
DFW,2020-02-21 18:45,,,,
DFW,2020-02-21 18:50,,,,
DFW,2020-02-21 18:53,43.00,17.10,34.84,40.27
DFW,2020-02-21 18:55,,,,
DFW,2020-02-21 19:00,,,,
DFW,2020-02-21 19:05,,,,
DFW,2020-02-21 19:10,,,,
DFW,2020-02-21 19:15,,,,
DFW,2020-02-21 19:20,,,,
DFW,2020-02-21 19:25,,,,
DFW,2020-02-21 19:30,,,,
DFW,2020-02-21 19:35,,,,
DFW,2020-02-21 19:40,,,,
DFW,2020-02-21 19:45,,,,
DFW,2020-02-21 19:50,,,,
DFW,2020-02-21 19:53,46.00,16.00,29.63,43.02
DFW,2020-02-21 19:55,,,,
DFW,2020-02-21 20:00,,,,
DFW,2020-02-21 20:05,,,,
DFW,2020-02-21 20:10,,,,
DFW,2020-02-21 20:15,,,,
DFW,2020-02-21 20:20,,,,
DFW,2020-02-21 20:25,,,,
DFW,2020-02-21 20:30,,,,
DFW,2020-02-21 20:35,,,,
DFW,2020-02-21 20:40,,,,
DFW,2020-02-21 20:45,,,,
DFW,2020-02-21 20:50,,,,
DFW,2020-02-21 20:53,46.90,19.00,32.59,
DFW,2020-02-21 20:55,,,,
DFW,2020-02-21 21:00,,,,
DFW,2020-02-21 21:05,,,,
DFW,2020-02-21 21:10,,,,
DFW,2020-02-21 21:15,,,,
DFW,2020-02-21 21:20,,,,
DFW,2020-02-21 21:25,,,,
DFW,2020-02-21 21:30,,,,
DFW,2020-02-21 21:35,,,,
DFW,2020-02-21 21:40,,,,
DFW,2020-02-21 21:45,,,,
DFW,2020-02-21 21:50,,,,
DFW,2020-02-21 21:53,46.90,14.00,26.25,45.72
DFW,2020-02-21 21:55,,,,
DFW,2020-02-21 22:00,,,,
DFW,2020-02-21 22:05,,,,
DFW,2020-02-21 22:10,,,,
DFW,2020-02-21 22:15,,,,
DFW,2020-02-21 22:20,,,,
DFW,2020-02-21 22:25,,,,
DFW,2020-02-21 22:30,,,,
DFW,2020-02-21 22:35,,,,
DFW,2020-02-21 22:40,,,,
DFW,2020-02-21 22:45,,,,
DFW,2020-02-21 22:50,,,,
DFW,2020-02-21 22:53,48.00,16.00,27.48,46.98
DFW,2020-02-21 22:55,,,,
DFW,2020-02-21 23:00,,,,
DFW,2020-02-21 23:05,,,,
DFW,2020-02-21 23:10,,,,
DFW,2020-02-21 23:15,,,,
DFW,2020-02-21 23:20,,,,
DFW,2020-02-21 23:25,,,,
DFW,2020-02-21 23:30,,,,
DFW,2020-02-21 23:35,,,,
DFW,2020-02-21 23:40,,,,
DFW,2020-02-21 23:45,,,,
DFW,2020-02-21 23:50,,,,
DFW,2020-02-21 23:53,46.00,16.00,29.63,43.77
DFW,2020-02-21 23:55,,,,
DFW,2020-02-22 00:00,,,,
DFW,2020-02-22 00:05,,,,
DFW,2020-02-22 00:10,,,,
DFW,2020-02-22 00:15,,,,
DFW,2020-02-22 00:20,,,,
DFW,2020-02-22 00:25,,,,
DFW,2020-02-22 00:30,,,,
DFW,2020-02-22 00:35,,,,
DFW,2020-02-22 00:40,,,,
DFW,2020-02-22 00:45,,,,
DFW,2020-02-22 00:50,,,,
DFW,2020-02-22 00:53,43.00,15.10,31.94,40.27
DFW,2020-02-22 00:55,,,,
DFW,2020-02-22 01:00,,,,
DFW,2020-02-22 01:05,,,,
DFW,2020-02-22 01:10,,,,
DFW,2020-02-22 01:15,,,,
DFW,2020-02-22 01:20,,,,
DFW,2020-02-22 01:25,,,,
DFW,2020-02-22 01:30,,,,
DFW,2020-02-22 01:35,,,,
DFW,2020-02-22 01:40,,,,
DFW,2020-02-22 01:45,,,,
DFW,2020-02-22 01:50,,,,
DFW,2020-02-22 01:53,43.00,17.10,34.84,41.26
DFW,2020-02-22 01:55,,,,
DFW,2020-02-22 02:00,,,,
DFW,2020-02-22 02:05,,,,
DFW,2020-02-22 02:10,,,,
DFW,2020-02-22 02:15,,,,
DFW,2020-02-22 02:20,,,,
DFW,2020-02-22 02:25,,,,
DFW,2020-02-22 02:30,,,,
DFW,2020-02-22 02:35,,,,
DFW,2020-02-22 02:40,,,,
DFW,2020-02-22 02:45,,,,
DFW,2020-02-22 02:50,,,,
DFW,2020-02-22 02:53,43.00,17.10,34.84,40.27
DFW,2020-02-22 02:55,,,,
DFW,2020-02-22 03:00,,,,
DFW,2020-02-22 03:05,,,,
DFW,2020-02-22 03:10,,,,
DFW,2020-02-22 03:15,,,,
DFW,2020-02-22 03:20,,,,
DFW,2020-02-22 03:25,,,,
DFW,2020-02-22 03:30,,,,
DFW,2020-02-22 03:35,,,,
DFW,2020-02-22 03:40,,,,
DFW,2020-02-22 03:45,,,,
DFW,2020-02-22 03:50,,,,
DFW,2020-02-22 03:53,41.00,24.10,50.67,37.93
DFW,2020-02-22 03:55,,,,
DFW,2020-02-22 04:00,,,,
DFW,2020-02-22 04:05,,,,
DFW,2020-02-22 04:10,,,,
DFW,2020-02-22 04:15,,,,
DFW,2020-02-22 04:20,,,,
DFW,2020-02-22 04:25,,,,
DFW,2020-02-22 04:30,,,,
DFW,2020-02-22 04:35,,,,
DFW,2020-02-22 04:40,,,,
DFW,2020-02-22 04:45,,,,
DFW,2020-02-22 04:50,,,,
DFW,2020-02-22 04:53,42.10,27.00,54.78,40.23
DFW,2020-02-22 04:55,,,,
DFW,2020-02-22 05:00,,,,
DFW,2020-02-22 05:05,,,,
DFW,2020-02-22 05:10,,,,
DFW,2020-02-22 05:15,,,,
DFW,2020-02-22 05:20,,,,
DFW,2020-02-22 05:25,,,,
DFW,2020-02-22 05:30,,,,
DFW,2020-02-22 05:35,,,,
DFW,2020-02-22 05:40,,,,
DFW,2020-02-22 05:45,,,,
DFW,2020-02-22 05:50,,,,
DFW,2020-02-22 05:53,42.10,28.00,57.08,37.69
DFW,2020-02-22 05:55,,,,
DFW,2020-02-22 06:00,,,,
DFW,2020-02-22 06:05,,,,
DFW,2020-02-22 06:10,,,,
DFW,2020-02-22 06:15,,,,
DFW,2020-02-22 06:20,,,,
DFW,2020-02-22 06:25,,,,
DFW,2020-02-22 06:30,,,,
DFW,2020-02-22 06:35,,,,
DFW,2020-02-22 06:40,,,,
DFW,2020-02-22 06:45,,,,
DFW,2020-02-22 06:50,,,,
DFW,2020-02-22 06:53,42.10,28.00,57.08,40.23
DFW,2020-02-22 06:55,,,,
DFW,2020-02-22 07:00,,,,
DFW,2020-02-22 07:05,,,,
DFW,2020-02-22 07:10,,,,
DFW,2020-02-22 07:15,,,,
DFW,2020-02-22 07:20,,,,
DFW,2020-02-22 07:25,,,,
DFW,2020-02-22 07:30,,,,
DFW,2020-02-22 07:35,,,,
DFW,2020-02-22 07:40,,,,
DFW,2020-02-22 07:45,,,,
DFW,2020-02-22 07:50,,,,
DFW,2020-02-22 07:53,39.90,28.00,62.15,35.04
DFW,2020-02-22 07:55,,,,
DFW,2020-02-22 08:00,,,,
DFW,2020-02-22 08:05,,,,
DFW,2020-02-22 08:10,,,,
DFW,2020-02-22 08:15,,,,
DFW,2020-02-22 08:20,,,,
DFW,2020-02-22 08:25,,,,
DFW,2020-02-22 08:30,,,,
DFW,2020-02-22 08:35,,,,
DFW,2020-02-22 08:40,,,,
DFW,2020-02-22 08:45,,,,
DFW,2020-02-22 08:50,,,,
DFW,2020-02-22 08:53,42.10,30.00,61.94,39.21
DFW,2020-02-22 08:55,,,,
DFW,2020-02-22 09:00,,,,
DFW,2020-02-22 09:05,,,,
DFW,2020-02-22 09:10,,,,
DFW,2020-02-22 09:15,,,,
DFW,2020-02-22 09:20,,,,
DFW,2020-02-22 09:25,,,,
DFW,2020-02-22 09:30,,,,
DFW,2020-02-22 09:35,,,,
DFW,2020-02-22 09:40,,,,
DFW,2020-02-22 09:45,,,,
DFW,2020-02-22 09:50,,,,
DFW,2020-02-22 09:53,42.10,30.00,61.94,38.39
DFW,2020-02-22 09:55,,,,
DFW,2020-02-22 10:00,,,,
DFW,2020-02-22 10:05,,,,
DFW,2020-02-22 10:10,,,,
DFW,2020-02-22 10:15,,,,
DFW,2020-02-22 10:20,,,,
DFW,2020-02-22 10:25,,,,
DFW,2020-02-22 10:30,,,,
DFW,2020-02-22 10:35,,,,
DFW,2020-02-22 10:40,,,,
DFW,2020-02-22 10:45,,,,
DFW,2020-02-22 10:50,,,,
DFW,2020-02-22 10:53,42.10,30.90,64.24,37.69
DFW,2020-02-22 10:55,,,,
DFW,2020-02-22 11:00,,,,
DFW,2020-02-22 11:05,,,,
DFW,2020-02-22 11:10,,,,
DFW,2020-02-22 11:15,,,,
DFW,2020-02-22 11:20,,,,
DFW,2020-02-22 11:25,,,,
DFW,2020-02-22 11:30,,,,
DFW,2020-02-22 11:35,,,,
DFW,2020-02-22 11:40,,,,
DFW,2020-02-22 11:45,,,,
DFW,2020-02-22 11:50,,,,
DFW,2020-02-22 11:53,42.10,30.90,64.24,38.39
DFW,2020-02-22 11:55,,,,
DFW,2020-02-22 12:00,,,,
DFW,2020-02-22 12:05,,,,
DFW,2020-02-22 12:10,,,,
DFW,2020-02-22 12:15,,,,
DFW,2020-02-22 12:20,,,,
DFW,2020-02-22 12:25,,,,
DFW,2020-02-22 12:30,,,,
DFW,2020-02-22 12:35,,,,
DFW,2020-02-22 12:40,,,,
DFW,2020-02-22 12:45,,,,
DFW,2020-02-22 12:50,,,,
DFW,2020-02-22 12:53,41.00,30.90,67.03,36.37
DFW,2020-02-22 12:55,,,,
DFW,2020-02-22 13:00,,,,
DFW,2020-02-22 13:05,,,,
DFW,2020-02-22 13:10,,,,
DFW,2020-02-22 13:15,,,,
DFW,2020-02-22 13:20,,,,
DFW,2020-02-22 13:25,,,,
DFW,2020-02-22 13:30,,,,
DFW,2020-02-22 13:35,,,,
DFW,2020-02-22 13:40,,,,
DFW,2020-02-22 13:45,,,,
DFW,2020-02-22 13:50,,,,
DFW,2020-02-22 13:53,43.00,32.00,64.88,37.66
DFW,2020-02-22 13:55,,,,
DFW,2020-02-22 14:00,,,,
DFW,2020-02-22 14:05,,,,
DFW,2020-02-22 14:10,,,,
DFW,2020-02-22 14:15,,,,
DFW,2020-02-22 14:20,,,,
DFW,2020-02-22 14:25,,,,
DFW,2020-02-22 14:30,,,,
DFW,2020-02-22 14:35,,,,
DFW,2020-02-22 14:40,,,,
DFW,2020-02-22 14:45,,,,
DFW,2020-02-22 14:50,,,,
DFW,2020-02-22 14:53,45.00,32.00,60.11,39.68
DFW,2020-02-22 14:55,,,,
DFW,2020-02-22 15:00,,,,
DFW,2020-02-22 15:05,,,,
DFW,2020-02-22 15:10,,,,
DFW,2020-02-22 15:15,,,,
DFW,2020-02-22 15:20,,,,
DFW,2020-02-22 15:25,,,,
DFW,2020-02-22 15:30,,,,
DFW,2020-02-22 15:35,,,,
DFW,2020-02-22 15:40,,,,
DFW,2020-02-22 15:45,,,,
DFW,2020-02-22 15:50,,,,
DFW,2020-02-22 15:53,48.90,34.00,56.23,43.51
DFW,2020-02-22 15:55,,,,
DFW,2020-02-22 16:00,,,,
DFW,2020-02-22 16:05,,,,
DFW,2020-02-22 16:10,,,,
DFW,2020-02-22 16:15,,,,
DFW,2020-02-22 16:20,,,,
DFW,2020-02-22 16:25,,,,
DFW,2020-02-22 16:30,,,,
DFW,2020-02-22 16:35,,,,
DFW,2020-02-22 16:40,,,,
DFW,2020-02-22 16:45,,,,
DFW,2020-02-22 16:50,,,,
DFW,2020-02-22 16:53,50.00,34.00,53.97,
DFW,2020-02-22 16:55,,,,
DFW,2020-02-22 17:00,,,,
DFW,2020-02-22 17:05,,,,
DFW,2020-02-22 17:10,,,,
DFW,2020-02-22 17:15,,,,
DFW,2020-02-22 17:20,,,,
DFW,2020-02-22 17:25,,,,
DFW,2020-02-22 17:30,,,,
DFW,2020-02-22 17:35,,,,
DFW,2020-02-22 17:40,,,,
DFW,2020-02-22 17:45,,,,
DFW,2020-02-22 17:50,,,,
DFW,2020-02-22 17:53,53.10,35.10,50.28,
DFW,2020-02-22 17:55,,,,
DFW,2020-02-22 18:00,,,,
DFW,2020-02-22 18:05,,,,
DFW,2020-02-22 18:10,,,,
DFW,2020-02-22 18:15,,,,
DFW,2020-02-22 18:20,,,,
DFW,2020-02-22 18:25,,,,
DFW,2020-02-22 18:30,,,,
DFW,2020-02-22 18:35,,,,
DFW,2020-02-22 18:40,,,,
DFW,2020-02-22 18:45,,,,
DFW,2020-02-22 18:50,,,,
DFW,2020-02-22 18:53,54.00,36.00,50.42,
DFW,2020-02-22 18:55,,,,
DFW,2020-02-22 19:00,,,,
DFW,2020-02-22 19:05,,,,
DFW,2020-02-22 19:10,,,,
DFW,2020-02-22 19:15,,,,
DFW,2020-02-22 19:20,,,,
DFW,2020-02-22 19:25,,,,
DFW,2020-02-22 19:30,,,,
DFW,2020-02-22 19:35,,,,
DFW,2020-02-22 19:40,,,,
DFW,2020-02-22 19:45,,,,
DFW,2020-02-22 19:50,,,,
DFW,2020-02-22 19:53,55.90,37.00,48.95,
DFW,2020-02-22 19:55,,,,
DFW,2020-02-22 20:00,,,,
DFW,2020-02-22 20:05,,,,
DFW,2020-02-22 20:10,,,,
DFW,2020-02-22 20:15,,,,
DFW,2020-02-22 20:20,,,,
DFW,2020-02-22 20:25,,,,
DFW,2020-02-22 20:30,,,,
DFW,2020-02-22 20:35,,,,
DFW,2020-02-22 20:40,,,,
DFW,2020-02-22 20:45,,,,
DFW,2020-02-22 20:50,,,,
DFW,2020-02-22 20:53,55.90,37.90,50.71,
DFW,2020-02-22 20:55,,,,
DFW,2020-02-22 21:00,,,,
DFW,2020-02-22 21:05,,,,
DFW,2020-02-22 21:10,,,,
DFW,2020-02-22 21:15,,,,
DFW,2020-02-22 21:20,,,,
DFW,2020-02-22 21:25,,,,
DFW,2020-02-22 21:30,,,,
DFW,2020-02-22 21:35,,,,
DFW,2020-02-22 21:40,,,,
DFW,2020-02-22 21:45,,,,
DFW,2020-02-22 21:50,,,,
DFW,2020-02-22 21:53,55.90,37.90,50.71,
DFW,2020-02-22 21:55,,,,
DFW,2020-02-22 22:00,,,,
DFW,2020-02-22 22:05,,,,
DFW,2020-02-22 22:10,,,,
DFW,2020-02-22 22:15,,,,
DFW,2020-02-22 22:20,,,,
DFW,2020-02-22 22:25,,,,
DFW,2020-02-22 22:30,,,,
DFW,2020-02-22 22:35,,,,
DFW,2020-02-22 22:40,,,,
DFW,2020-02-22 22:45,,,,
DFW,2020-02-22 22:50,,,,
DFW,2020-02-22 22:53,54.00,37.90,54.34,
DFW,2020-02-22 22:55,,,,
DFW,2020-02-22 23:00,,,,
DFW,2020-02-22 23:05,,,,
DFW,2020-02-22 23:10,,,,
DFW,2020-02-22 23:15,,,,
DFW,2020-02-22 23:20,,,,
DFW,2020-02-22 23:25,,,,
DFW,2020-02-22 23:30,,,,
DFW,2020-02-22 23:35,,,,
DFW,2020-02-22 23:40,,,,
DFW,2020-02-22 23:45,,,,
DFW,2020-02-22 23:50,,,,
DFW,2020-02-22 23:53,53.10,37.00,54.21,
DFW,2020-02-22 23:55,,,,
DFW,2020-02-23 00:00,,,,
DFW,2020-02-23 00:05,,,,
DFW,2020-02-23 00:10,,,,
DFW,2020-02-23 00:15,,,,
DFW,2020-02-23 00:20,,,,
DFW,2020-02-23 00:25,,,,
DFW,2020-02-23 00:30,,,,
DFW,2020-02-23 00:35,,,,
DFW,2020-02-23 00:40,,,,
DFW,2020-02-23 00:45,,,,
DFW,2020-02-23 00:50,,,,
DFW,2020-02-23 00:53,52.00,36.00,54.26,
DFW,2020-02-23 00:55,,,,
DFW,2020-02-23 01:00,,,,
DFW,2020-02-23 01:05,,,,
DFW,2020-02-23 01:10,,,,
DFW,2020-02-23 01:15,,,,
DFW,2020-02-23 01:20,,,,
DFW,2020-02-23 01:25,,,,
DFW,2020-02-23 01:30,,,,
DFW,2020-02-23 01:35,,,,
DFW,2020-02-23 01:40,,,,
DFW,2020-02-23 01:45,,,,
DFW,2020-02-23 01:50,,,,
DFW,2020-02-23 01:53,51.10,36.00,56.10,
DFW,2020-02-23 01:55,,,,
DFW,2020-02-23 02:00,,,,
DFW,2020-02-23 02:05,,,,
DFW,2020-02-23 02:10,,,,
DFW,2020-02-23 02:15,,,,
DFW,2020-02-23 02:20,,,,
DFW,2020-02-23 02:25,,,,
DFW,2020-02-23 02:30,,,,
DFW,2020-02-23 02:35,,,,
DFW,2020-02-23 02:40,,,,
DFW,2020-02-23 02:45,,,,
DFW,2020-02-23 02:50,,,,
DFW,2020-02-23 02:53,50.00,36.00,58.44,
DFW,2020-02-23 02:55,,,,
DFW,2020-02-23 03:00,,,,
DFW,2020-02-23 03:05,,,,
DFW,2020-02-23 03:10,,,,
DFW,2020-02-23 03:15,,,,
DFW,2020-02-23 03:20,,,,
DFW,2020-02-23 03:25,,,,
DFW,2020-02-23 03:30,,,,
DFW,2020-02-23 03:35,,,,
DFW,2020-02-23 03:40,,,,
DFW,2020-02-23 03:45,,,,
DFW,2020-02-23 03:50,,,,
DFW,2020-02-23 03:53,50.00,36.00,58.44,
DFW,2020-02-23 03:55,,,,
DFW,2020-02-23 04:00,,,,
DFW,2020-02-23 04:05,,,,
DFW,2020-02-23 04:10,,,,
DFW,2020-02-23 04:15,,,,
DFW,2020-02-23 04:20,,,,
DFW,2020-02-23 04:25,,,,
DFW,2020-02-23 04:30,,,,
DFW,2020-02-23 04:35,,,,
DFW,2020-02-23 04:40,,,,
DFW,2020-02-23 04:45,,,,
DFW,2020-02-23 04:50,,,,
DFW,2020-02-23 04:53,48.90,36.00,60.88,45.38
DFW,2020-02-23 04:55,,,,
DFW,2020-02-23 05:00,,,,
DFW,2020-02-23 05:05,,,,
DFW,2020-02-23 05:10,,,,
DFW,2020-02-23 05:15,,,,
DFW,2020-02-23 05:20,,,,
DFW,2020-02-23 05:25,,,,
DFW,2020-02-23 05:30,,,,
DFW,2020-02-23 05:35,,,,
DFW,2020-02-23 05:40,,,,
DFW,2020-02-23 05:45,,,,
DFW,2020-02-23 05:50,,,,
DFW,2020-02-23 05:53,48.00,37.00,65.51,44.28
DFW,2020-02-23 05:55,,,,
DFW,2020-02-23 06:00,,,,
DFW,2020-02-23 06:05,,,,
DFW,2020-02-23 06:10,,,,
DFW,2020-02-23 06:15,,,,
DFW,2020-02-23 06:20,,,,
DFW,2020-02-23 06:25,,,,
DFW,2020-02-23 06:30,,,,
DFW,2020-02-23 06:35,,,,
DFW,2020-02-23 06:40,,,,
DFW,2020-02-23 06:45,,,,
DFW,2020-02-23 06:50,,,,
DFW,2020-02-23 06:53,48.00,37.00,65.51,44.80
DFW,2020-02-23 06:55,,,,
DFW,2020-02-23 07:00,,,,
DFW,2020-02-23 07:05,,,,
DFW,2020-02-23 07:10,,,,
DFW,2020-02-23 07:15,,,,
DFW,2020-02-23 07:20,,,,
DFW,2020-02-23 07:25,,,,
DFW,2020-02-23 07:30,,,,
DFW,2020-02-23 07:35,,,,
DFW,2020-02-23 07:40,,,,
DFW,2020-02-23 07:45,,,,
DFW,2020-02-23 07:50,,,,
DFW,2020-02-23 07:53,48.90,37.90,65.62,44.93
DFW,2020-02-23 07:55,,,,
DFW,2020-02-23 08:00,,,,
DFW,2020-02-23 08:05,,,,
DFW,2020-02-23 08:10,,,,
DFW,2020-02-23 08:15,,,,
DFW,2020-02-23 08:20,,,,
DFW,2020-02-23 08:25,,,,
DFW,2020-02-23 08:30,,,,
DFW,2020-02-23 08:35,,,,
DFW,2020-02-23 08:40,,,,
DFW,2020-02-23 08:45,,,,
DFW,2020-02-23 08:50,,,,
DFW,2020-02-23 08:53,48.90,39.00,68.51,44.16
DFW,2020-02-23 08:55,,,,
DFW,2020-02-23 09:00,,,,
DFW,2020-02-23 09:05,,,,
DFW,2020-02-23 09:10,,,,
DFW,2020-02-23 09:15,,,,
DFW,2020-02-23 09:20,,,,
DFW,2020-02-23 09:25,,,,
DFW,2020-02-23 09:30,,,,
DFW,2020-02-23 09:35,,,,
DFW,2020-02-23 09:40,,,,
DFW,2020-02-23 09:45,,,,
DFW,2020-02-23 09:50,,,,
DFW,2020-02-23 09:53,48.90,41.00,74.05,44.16
DFW,2020-02-23 09:55,,,,
DFW,2020-02-23 10:00,,,,
DFW,2020-02-23 10:05,,,,
DFW,2020-02-23 10:10,,,,
DFW,2020-02-23 10:15,,,,
DFW,2020-02-23 10:20,,,,
DFW,2020-02-23 10:25,,,,
DFW,2020-02-23 10:30,,,,
DFW,2020-02-23 10:35,,,,
DFW,2020-02-23 10:40,,,,
DFW,2020-02-23 10:45,,,,
DFW,2020-02-23 10:50,,,,
DFW,2020-02-23 10:53,48.00,41.00,76.58,44.80
DFW,2020-02-23 10:55,,,,
DFW,2020-02-23 11:00,,,,
DFW,2020-02-23 11:05,,,,
DFW,2020-02-23 11:10,,,,
DFW,2020-02-23 11:15,,,,
DFW,2020-02-23 11:20,,,,
DFW,2020-02-23 11:25,,,,
DFW,2020-02-23 11:30,,,,
DFW,2020-02-23 11:35,,,,
DFW,2020-02-23 11:40,,,,
DFW,2020-02-23 11:45,,,,
DFW,2020-02-23 11:50,,,,
DFW,2020-02-23 11:53,46.90,42.10,83.28,43.48
DFW,2020-02-23 11:55,,,,
DFW,2020-02-23 12:00,,,,
DFW,2020-02-23 12:05,,,,
DFW,2020-02-23 12:10,,,,
DFW,2020-02-23 12:15,,,,
DFW,2020-02-23 12:20,,,,
DFW,2020-02-23 12:25,,,,
DFW,2020-02-23 12:30,,,,
DFW,2020-02-23 12:35,,,,
DFW,2020-02-23 12:40,,,,
DFW,2020-02-23 12:45,,,,
DFW,2020-02-23 12:50,,,,
DFW,2020-02-23 12:53,46.00,43.00,89.20,43.02
DFW,2020-02-23 12:55,,,,
DFW,2020-02-23 13:00,,,,
DFW,2020-02-23 13:05,,,,
DFW,2020-02-23 13:10,,,,
DFW,2020-02-23 13:15,,,,
DFW,2020-02-23 13:20,,,,
DFW,2020-02-23 13:25,,,,
DFW,2020-02-23 13:30,,,,
DFW,2020-02-23 13:35,,,,
DFW,2020-02-23 13:40,,,,
DFW,2020-02-23 13:45,,,,
DFW,2020-02-23 13:49,50.00,46.40,87.37,
DFW,2020-02-23 13:50,,,,
DFW,2020-02-23 13:53,50.00,46.00,86.06,
DFW,2020-02-23 13:55,,,,
DFW,2020-02-23 14:00,,,,
DFW,2020-02-23 14:05,,,,
DFW,2020-02-23 14:10,,,,
DFW,2020-02-23 14:15,,,,
DFW,2020-02-23 14:20,,,,
DFW,2020-02-23 14:25,,,,
DFW,2020-02-23 14:29,52.00,46.90,82.68,
DFW,2020-02-23 14:30,,,,
DFW,2020-02-23 14:35,,,,
DFW,2020-02-23 14:40,,,,
DFW,2020-02-23 14:45,,,,
DFW,2020-02-23 14:50,,,,
DFW,2020-02-23 14:53,53.10,48.00,82.76,
DFW,2020-02-23 14:55,,,,
DFW,2020-02-23 15:00,,,,
DFW,2020-02-23 15:05,,,,
DFW,2020-02-23 15:10,,,,
DFW,2020-02-23 15:15,,,,
DFW,2020-02-23 15:20,,,,
DFW,2020-02-23 15:25,,,,
DFW,2020-02-23 15:30,,,,
DFW,2020-02-23 15:35,,,,
DFW,2020-02-23 15:37,55.00,48.90,79.85,
DFW,2020-02-23 15:40,,,,
DFW,2020-02-23 15:45,,,,
DFW,2020-02-23 15:50,,,,
DFW,2020-02-23 15:53,55.90,50.00,80.52,
DFW,2020-02-23 15:55,,,,
DFW,2020-02-23 16:00,,,,
DFW,2020-02-23 16:05,,,,
DFW,2020-02-23 16:10,,,,
DFW,2020-02-23 16:15,,,,
DFW,2020-02-23 16:20,,,,
DFW,2020-02-23 16:25,,,,
DFW,2020-02-23 16:30,,,,
DFW,2020-02-23 16:35,,,,
DFW,2020-02-23 16:40,,,,
DFW,2020-02-23 16:45,,,,
DFW,2020-02-23 16:50,,,,
DFW,2020-02-23 16:53,55.90,50.00,80.52,
DFW,2020-02-23 16:55,,,,
DFW,2020-02-23 17:00,,,,
DFW,2020-02-23 17:05,,,,
DFW,2020-02-23 17:10,,,,
DFW,2020-02-23 17:15,,,,
DFW,2020-02-23 17:20,,,,
DFW,2020-02-23 17:25,,,,
DFW,2020-02-23 17:30,,,,
DFW,2020-02-23 17:35,,,,
DFW,2020-02-23 17:40,,,,
DFW,2020-02-23 17:45,,,,
DFW,2020-02-23 17:50,,,,
DFW,2020-02-23 17:53,57.90,51.10,78.03,
DFW,2020-02-23 17:55,,,,
DFW,2020-02-23 18:00,,,,
DFW,2020-02-23 18:05,,,,
DFW,2020-02-23 18:10,,,,
DFW,2020-02-23 18:15,,,,
DFW,2020-02-23 18:20,,,,
DFW,2020-02-23 18:25,,,,
DFW,2020-02-23 18:30,,,,
DFW,2020-02-23 18:35,,,,
DFW,2020-02-23 18:40,,,,
DFW,2020-02-23 18:45,,,,
DFW,2020-02-23 18:50,,,,
DFW,2020-02-23 18:53,57.90,52.00,80.67,
DFW,2020-02-23 18:55,,,,
DFW,2020-02-23 19:00,,,,
DFW,2020-02-23 19:05,,,,
DFW,2020-02-23 19:10,,,,
DFW,2020-02-23 19:15,,,,
DFW,2020-02-23 19:20,,,,
DFW,2020-02-23 19:25,,,,
DFW,2020-02-23 19:26,57.00,52.00,83.33,
DFW,2020-02-23 19:30,,,,
DFW,2020-02-23 19:35,,,,
DFW,2020-02-23 19:40,,,,
DFW,2020-02-23 19:45,,,,
DFW,2020-02-23 19:50,,,,
DFW,2020-02-23 19:53,57.00,52.00,83.33,
DFW,2020-02-23 19:55,,,,
DFW,2020-02-23 20:00,,,,
DFW,2020-02-23 20:05,,,,
DFW,2020-02-23 20:10,,,,
DFW,2020-02-23 20:11,55.90,52.00,86.71,
DFW,2020-02-23 20:15,,,,
DFW,2020-02-23 20:20,,,,
DFW,2020-02-23 20:25,,,,
DFW,2020-02-23 20:30,,,,
DFW,2020-02-23 20:35,,,,
DFW,2020-02-23 20:40,,,,
DFW,2020-02-23 20:45,,,,
DFW,2020-02-23 20:50,,,,
DFW,2020-02-23 20:53,55.90,53.10,90.29,
DFW,2020-02-23 20:55,,,,
DFW,2020-02-23 21:00,,,,
DFW,2020-02-23 21:05,,,,
DFW,2020-02-23 21:10,,,,
DFW,2020-02-23 21:15,,,,
DFW,2020-02-23 21:20,,,,
DFW,2020-02-23 21:25,,,,
DFW,2020-02-23 21:30,,,,
DFW,2020-02-23 21:32,55.00,54.00,96.42,
DFW,2020-02-23 21:35,,,,
DFW,2020-02-23 21:40,,,,
DFW,2020-02-23 21:45,,,,
DFW,2020-02-23 21:50,,,,
DFW,2020-02-23 21:53,54.00,54.00,100.00,
